rank,site,kind,theorems_dominated,area,eligible,chain_length,chain,constant_alone
720,Std.Internal.List.minKey?_insertEntryIfNew,theorem,30,Std: other,true,1,Std.Internal.List.minKey?_insertEntryIfNew,
721,Int.zero_bmod,theorem,30,Int,true,1,Int.zero_bmod,
722,multiset_sum_mem,theorem,30,order / root namespace,true,1,multiset_sum_mem,
723,Nat.Partrec.ppred,theorem,30,Nat,true,1,Nat.Partrec.ppred,
724,Nat.pow_eq_zero._simp_1,theorem,30,Nat,true,1,Nat.pow_eq_zero._simp_1,
725,Std.DHashMap.Internal.Raw₀.Const.size_alter,theorem,30,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.size_alter,
726,Nat.cast_nonneg,theorem,30,Nat,true,1,Nat.cast_nonneg,
727,Finset.mem_Ioc',theorem,30,finsets,true,1,Finset.mem_Ioc',
728,_private.Mathlib.Data.Set.Image.0.Set.image_subset_image_iff._proof_1_1,theorem,30,sets,true,1,_private.Mathlib.Data.Set.Image.0.Set.image_subset_image_iff._proof_1_1,
729,Nat.cast_add_one_pos,theorem,30,Nat,true,1,Nat.cast_add_one_pos,
730,CategoryTheory.ShortComplex.LeftHomologyData.liftK,definition,30,category theory,true,1,CategoryTheory.ShortComplex.LeftHomologyData.liftK,
731,Equiv.ofInjective,definition,30,Equiv,true,1,Equiv.ofInjective,
732,List.eraseP_toArray,theorem,30,lists,true,1,List.eraseP_toArray,
733,Finset.prod_eq_zero_iff,theorem,30,finsets,true,1,Finset.prod_eq_zero_iff,
734,Nat.primeFactorsList,definition,30,Nat,true,1,Nat.primeFactorsList,
735,FirstOrder.Language.BoundedFormula.realize_inf._simp_1,theorem,30,FirstOrder,true,1,FirstOrder.Language.BoundedFormula.realize_inf._simp_1,
736,MulEquiv.ofBijective,definition,30,MulEquiv,true,1,MulEquiv.ofBijective,
737,String.Pos.Raw.next,definition,30,strings,true,1,String.Pos.Raw.next,
738,CategoryTheory.Limits.colimit,definition,30,category theory,true,1,CategoryTheory.Limits.colimit,
739,LocallyConstant.instMul._proof_1,theorem,29,LocallyConstant,true,1,LocallyConstant.instMul._proof_1,
740,SubMulAction.ofFixingSubgroup._proof_5,theorem,29,SubMulAction,true,1,SubMulAction.ofFixingSubgroup._proof_5,
741,List.rotate_eq_iff,theorem,29,lists,true,1,List.rotate_eq_iff,
742,_private.Mathlib.Data.Set.Disjoint.0.Set.not_disjoint_iff._proof_1_1,theorem,29,order / root namespace,true,1,_private.Mathlib.Data.Set.Disjoint.0.Set.not_disjoint_iff._proof_1_1,
743,Set.image_subset_image_iff,theorem,29,sets,true,1,Set.image_subset_image_iff,
744,String.utf8EncodeChar_eq_utf8EncodeCharFast,theorem,29,strings,true,1,String.utf8EncodeChar_eq_utf8EncodeCharFast,
745,Int.cast_nonneg_iff,theorem,29,Int,true,1,Int.cast_nonneg_iff,
746,Order.not_isMax_zero,theorem,29,Order,true,1,Order.not_isMax_zero,
747,Prop.linearOrder,definition,29,Prop,true,1,Prop.linearOrder,
748,Set.finite_image_iff,theorem,29,sets,true,1,Set.finite_image_iff,
749,FirstOrder.Language.BoundedFormula.realize_sup,theorem,29,FirstOrder,true,1,FirstOrder.Language.BoundedFormula.realize_sup,
750,Std.Time.Internal.Bounded.instLawfulEqOrd,theorem,29,Std: other,true,1,Std.Time.Internal.Bounded.instLawfulEqOrd,
751,Finset.mem_map_equiv._simp_1,theorem,29,finsets,true,1,Finset.mem_map_equiv._simp_1,
752,String.Slice.posLT,definition,29,strings,true,1,String.Slice.posLT,
753,CategoryTheory.ShortComplex.RightHomologyData.descQ,definition,29,category theory,true,1,CategoryTheory.ShortComplex.RightHomologyData.descQ,
754,Std.DTreeMap.map,definition,29,Std: other,true,1,Std.DTreeMap.map,
755,associated_of_dvd_dvd,theorem,29,order / root namespace,true,1,associated_of_dvd_dvd,
756,Finset.insertNone,definition,29,finsets,true,1,Finset.insertNone,
757,Lean.Grind.Ring.OfSemiring.ofSemiring,definition,29,Lean,true,1,Lean.Grind.Ring.OfSemiring.ofSemiring,
758,MeasureTheory.Measure.instMeasurableSpace,definition,29,measure theory,true,1,MeasureTheory.Measure.instMeasurableSpace,
759,Primrec.to_comp,theorem,29,Primrec,true,1,Primrec.to_comp,
760,Rep.instAddCommGroupHom,definition,29,Rep,true,1,Rep.instAddCommGroupHom,
761,Finset.coe_map,theorem,29,finsets,true,1,Finset.coe_map,
762,SSet.Subcomplex.N.instPartialOrder,definition,29,SSet,true,1,SSet.Subcomplex.N.instPartialOrder,
763,ValuationSubring.instSetLike,definition,29,ValuationSubring,true,1,ValuationSubring.instSetLike,
764,Complex.instCommSemiring,definition,29,Complex,true,1,Complex.instCommSemiring,
765,Real.instOne,definition,29,Real,true,4,Real.definition._@.Mathlib.Data.Real.Basic.1279875089._hygCtx._hyg.8 > Real.wrapped._@.Mathlib.Data.Real.Basic.1279875089._hygCtx._hyg.8 > _private.Mathlib.Data.Real.Basic.0.Real.one > Real.instOne,
766,_private.Mathlib.Order.Atoms.0.bot_covBy_iff._simp_1_3,theorem,28,order / root namespace,true,1,_private.Mathlib.Order.Atoms.0.bot_covBy_iff._simp_1_3,
767,Filter.iSup_sets_eq,theorem,28,filters,true,1,Filter.iSup_sets_eq,
768,Std.DTreeMap.Internal.Impl.Const.find?_toList_eq_none_iff_contains_eq_false,theorem,28,Std: other,true,1,Std.DTreeMap.Internal.Impl.Const.find?_toList_eq_none_iff_contains_eq_false,
769,IsLocallyConstant.add,theorem,28,IsLocallyConstant,true,1,IsLocallyConstant.add,
770,_private.Mathlib.Data.Set.Image.0.Set.image_pair._proof_1_1,theorem,28,sets,true,1,_private.Mathlib.Data.Set.Image.0.Set.image_pair._proof_1_1,
771,Std.DHashMap.Internal.Raw₀.contains_insertIfNew,theorem,28,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.contains_insertIfNew,
772,TopologicalSpace.Compacts.map._proof_1,theorem,28,TopologicalSpace,true,1,TopologicalSpace.Compacts.map._proof_1,
773,Set.semigroup._proof_1,theorem,28,sets,true,1,Set.semigroup._proof_1,
774,FreeGroup.reduce.Step.eq,theorem,28,FreeGroup,true,1,FreeGroup.reduce.Step.eq,
775,Set.smul_mem_smul_set_iff,theorem,28,sets,true,1,Set.smul_mem_smul_set_iff,
776,SubMulAction.ofFixingSubgroup._proof_1,theorem,28,SubMulAction,true,1,SubMulAction.ofFixingSubgroup._proof_1,
777,WellFounded.extrinsicFix₃,definition,28,WellFounded,true,1,WellFounded.extrinsicFix₃,
778,CategoryTheory.AddMon.monMonoidalStruct,definition,28,category theory,true,1,CategoryTheory.AddMon.monMonoidalStruct,
779,Prod.lt_iff,theorem,28,Prod,true,1,Prod.lt_iff,
780,Order.one_le_iff_pos,theorem,28,Order,true,1,Order.one_le_iff_pos,
781,OrderIso.map_atTop,theorem,28,OrderIso,true,1,OrderIso.map_atTop,
782,MulDistribMulAction.toMulEquiv,definition,28,MulDistribMulAction,true,1,MulDistribMulAction.toMulEquiv,
783,QuadraticMap.instInvertibleEndOfNat,definition,28,QuadraticMap,true,1,QuadraticMap.instInvertibleEndOfNat,
784,CategoryTheory.ShortComplex.LeftHomologyData.f',definition,28,category theory,true,1,CategoryTheory.ShortComplex.LeftHomologyData.f',
785,NonUnitalAlgebra.instCompleteLatticeNonUnitalSubalgebra,definition,28,NonUnitalAlgebra,true,1,NonUnitalAlgebra.instCompleteLatticeNonUnitalSubalgebra,
786,MultilinearMap.compLinearMap,definition,28,MultilinearMap,true,1,MultilinearMap.compLinearMap,
787,AddSubmonoid.center,definition,28,AddSubmonoid,true,1,AddSubmonoid.center,
788,Filter.nonempty_of_mem,theorem,28,filters,true,1,Filter.nonempty_of_mem,
789,Polynomial.commRing,definition,28,polynomials,true,1,Polynomial.commRing,
790,Filter.cofinite,definition,28,filters,true,1,Filter.cofinite,
791,Subtype.finite,theorem,28,Subtype,true,1,Subtype.finite,
792,Finset.image,definition,28,finsets,true,1,Finset.image,
793,Set.not_disjoint_iff,theorem,28,sets,true,1,Set.not_disjoint_iff,
794,Equiv.swap,definition,28,Equiv,true,1,Equiv.swap,
795,AlgHom.liftEquiv._proof_11,theorem,27,AlgHom,true,1,AlgHom.liftEquiv._proof_11,
796,LocallyConstant.instAdd._proof_1,theorem,27,LocallyConstant,true,1,LocallyConstant.instAdd._proof_1,
797,_private.Mathlib.Data.Nat.Cast.Order.Basic.0.Nat.cast_pos'._simp_1_1,theorem,27,order / root namespace,true,1,_private.Mathlib.Data.Nat.Cast.Order.Basic.0.Nat.cast_pos'._simp_1_1,
798,Valuation.comap._proof_1,theorem,27,Valuation,true,1,Valuation.comap._proof_1,
799,Lean.Order.instCompleteLatticePProd._proof_1,theorem,27,Lean,true,1,Lean.Order.instCompleteLatticePProd._proof_1,
800,covariant_le_of_covariant_lt,theorem,27,order / root namespace,true,1,covariant_le_of_covariant_lt,
801,List.sublists_perm_sublists',theorem,27,lists,true,1,List.sublists_perm_sublists',
802,CategoryTheory.isIso_op_iff,theorem,27,category theory,true,1,CategoryTheory.isIso_op_iff,
803,Std.DTreeMap.Internal.Impl.Equiv.forIn_eq,theorem,27,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.forIn_eq,
804,Set.pair_subset,theorem,27,sets,true,1,Set.pair_subset,
805,AffineSubspace.coe_direction_eq_vsub_set_right,theorem,27,AffineSubspace,true,1,AffineSubspace.coe_direction_eq_vsub_set_right,
806,Filter.eventually_const,theorem,27,filters,true,1,Filter.eventually_const,
807,Nat.maxPowDvdDiv.go,definition,27,Nat,true,2,Nat.maxPowDvdDiv.go._unary > Nat.maxPowDvdDiv.go,
808,Array.toList_extract,theorem,27,arrays,true,1,Array.toList_extract,
809,TopologicalSpace.Compacts.map,definition,27,TopologicalSpace,true,1,TopologicalSpace.Compacts.map,
810,Filter.mem_iSup,theorem,27,filters,true,1,Filter.mem_iSup,
811,bot_covBy_iff,theorem,27,order / root namespace,true,1,bot_covBy_iff,
812,MultilinearMap.domDomCongr,definition,27,MultilinearMap,true,1,MultilinearMap.domDomCongr,
813,SimpleGraph.Walk.darts_dropUntil_suffix_darts,theorem,27,SimpleGraph,true,1,SimpleGraph.Walk.darts_dropUntil_suffix_darts,
814,RingHom.isIntegralElem_map,theorem,27,RingHom,true,1,RingHom.isIntegralElem_map,
815,continuousOn_univ,theorem,27,order / root namespace,true,1,continuousOn_univ,
816,CategoryTheory.ShortComplex.RightHomologyData.g',definition,27,category theory,true,1,CategoryTheory.ShortComplex.RightHomologyData.g',
817,Fin.cons_update,theorem,27,Fin,true,1,Fin.cons_update,
818,Set.image_image2_distrib,theorem,27,sets,true,1,Set.image_image2_distrib,
819,String.Slice.Pattern.CharPred.instBackwardPatternForallCharBool,definition,27,strings,true,1,String.Slice.Pattern.CharPred.instBackwardPatternForallCharBool,
820,LocallyConstant.instMul,definition,27,LocallyConstant,true,1,LocallyConstant.instMul,
821,Set.image_pair,theorem,27,sets,true,1,Set.image_pair,
822,Std.ExtDHashMap.contains,definition,27,Std: other,true,1,Std.ExtDHashMap.contains,
823,subset_closure,theorem,27,order / root namespace,true,1,subset_closure,
824,Lean.Order.instCompleteLatticePProd,definition,26,Lean,true,2,Lean.Order.instCompleteLatticePProd > Std.Internal.Do.instCompleteLatticeCons._proof_1,
825,List.isChain_split,theorem,26,lists,true,1,List.isChain_split,
826,Function.injective_comp_right_iff_surjective,theorem,26,Function,true,1,Function.injective_comp_right_iff_surjective,
827,SimpleGraph.Reachable.elim_path,theorem,26,SimpleGraph,true,1,SimpleGraph.Reachable.elim_path,
828,Std.DHashMap.Internal.Raw₀.Const.contains_insertMany_list,theorem,26,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Const.contains_insertMany_list,
829,_private.Mathlib.Logic.Function.Basic.0.Function.update_idem._proof_1_2,theorem,26,order / root namespace,true,1,_private.Mathlib.Logic.Function.Basic.0.Function.update_idem._proof_1_2,
830,Relation.ReflTransGen.cases_head_iff,theorem,26,Relation,true,1,Relation.ReflTransGen.cases_head_iff,
831,OrderIso.tendsto_atTop_iff,theorem,26,OrderIso,true,1,OrderIso.tendsto_atTop_iff,
832,Array.getElem_range',theorem,26,arrays,true,1,Array.getElem_range',
833,Set.semigroup,definition,26,sets,true,1,Set.semigroup,
834,covariantClass_le_of_lt,theorem,26,order / root namespace,true,1,covariantClass_le_of_lt,
835,FilterBasis.filter._proof_3,theorem,26,FilterBasis,true,1,FilterBasis.filter._proof_3,
836,SimplexCategory.δ_comp_δ,theorem,26,SimplexCategory,true,1,SimplexCategory.δ_comp_δ,
837,CoxeterSystem.simple,definition,26,CoxeterSystem,true,1,CoxeterSystem.simple,
838,Valuation.comap,definition,26,Valuation,true,1,Valuation.comap,
839,List.findIdx_lt_length,theorem,26,lists,true,1,List.findIdx_lt_length,
840,Nat.Prime.dvd_mul,theorem,26,Nat,true,1,Nat.Prime.dvd_mul,
841,AlgHom.liftEquiv,definition,26,AlgHom,true,1,AlgHom.liftEquiv,
842,instIsTransOfIsWellOrder,theorem,26,order / root namespace,true,1,instIsTransOfIsWellOrder,
843,le_iff_eq_or_lt,theorem,26,order / root namespace,true,1,le_iff_eq_or_lt,
844,eq_of_le_of_not_lt,theorem,26,order / root namespace,true,1,eq_of_le_of_not_lt,
845,Sublocale.infClosed,theorem,26,Sublocale,true,1,Sublocale.infClosed,
846,Submodule.disjoint_def,theorem,26,Submodule,true,1,Submodule.disjoint_def,
847,Std.DTreeMap.Internal.Impl.mem_keys,theorem,26,Std: other,true,1,Std.DTreeMap.Internal.Impl.mem_keys,
848,BddDistLat.instCategory,definition,26,BddDistLat,true,1,BddDistLat.instCategory,
849,Finset.orderIsoOfFin,definition,26,finsets,true,1,Finset.orderIsoOfFin,
850,Int.cast_le,theorem,26,Int,true,1,Int.cast_le,
851,List.mem_dlookup_iff,theorem,26,lists,true,1,List.mem_dlookup_iff,
852,LinearMap.instLieRingModule._proof_9,theorem,26,LinearMap,true,1,LinearMap.instLieRingModule._proof_9,
853,HomologicalComplex.sc,definition,26,HomologicalComplex,true,1,HomologicalComplex.sc,
854,SubMulAction.ofFixingSubgroup,definition,26,SubMulAction,true,1,SubMulAction.ofFixingSubgroup,
855,AddSubgroup.closure,definition,26,AddSubgroup,true,1,AddSubgroup.closure,
856,Std.ExtDTreeMap.insert,definition,26,Std: other,true,1,Std.ExtDTreeMap.insert,
857,CategoryTheory.Functor.map_isIso,theorem,26,category theory,true,1,CategoryTheory.Functor.map_isIso,
858,Nat.cast_pos',theorem,26,Nat,true,1,Nat.cast_pos',
859,DifferentiableWithinAtProp,definition,26,DifferentiableWithinAtProp,true,1,DifferentiableWithinAtProp,
860,LinearIndependent,definition,26,LinearIndependent,true,1,LinearIndependent,
861,FinBddDistLat.instCategory,definition,26,FinBddDistLat,true,1,FinBddDistLat.instCategory,
862,Finset.coe_Ioc,theorem,26,finsets,true,1,Finset.coe_Ioc,
863,specializes_iff_mem_closure,theorem,26,order / root namespace,true,1,specializes_iff_mem_closure,
864,minpoly,definition,26,order / root namespace,true,1,minpoly,
865,Complex.instSemiring,definition,26,Complex,true,1,Complex.instSemiring,
866,Multiset.powersetAux_perm_powersetAux',theorem,25,multisets,true,1,Multiset.powersetAux_perm_powersetAux',
867,Multiset.sum_map_le_sum_map,theorem,25,multisets,true,1,Multiset.sum_map_le_sum_map,
868,_private.Mathlib.Data.Set.Image.0.Set.image_comm._proof_1_1,theorem,25,sets,true,1,_private.Mathlib.Data.Set.Image.0.Set.image_comm._proof_1_1,
869,Finset.disjUnion._proof_1,theorem,25,finsets,true,1,Finset.disjUnion._proof_1,
870,Std.not_lt_iff_not_le_or_ge,theorem,25,Std: other,true,1,Std.not_lt_iff_not_le_or_ge,
871,Option.eq_none_iff_forall_some_ne,theorem,25,Option,true,1,Option.eq_none_iff_forall_some_ne,
872,Finset.powersetCard._proof_2,theorem,25,finsets,true,1,Finset.powersetCard._proof_2,
873,Module.evalEquiv,definition,25,Module,true,1,Module.evalEquiv,
874,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.parseFirstByte_eq_done_iff_toBitVec,theorem,25,strings,true,1,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.parseFirstByte_eq_done_iff_toBitVec,
875,smul_eq_zero_iff_left,theorem,25,order / root namespace,true,1,smul_eq_zero_iff_left,
876,nonZeroDivisorsLeft_eq_nonZeroDivisors,theorem,25,order / root namespace,true,1,nonZeroDivisorsLeft_eq_nonZeroDivisors,
877,BitVec.not_eq_comm,theorem,25,BitVec,true,1,BitVec.not_eq_comm,
878,Equiv.image_preimage,theorem,25,Equiv,true,1,Equiv.image_preimage,
879,SubAddAction.ofFixingAddSubgroup._proof_5,theorem,25,SubAddAction,true,1,SubAddAction.ofFixingAddSubgroup._proof_5,
880,Std.DHashMap.Internal.Raw₀.contains_insert,theorem,25,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.contains_insert,
881,Int.fmod_eq_emod,theorem,25,Int,true,1,Int.fmod_eq_emod,
882,WithTop.instSemigroupWithZero._proof_1,theorem,25,WithTop,true,1,WithTop.instSemigroupWithZero._proof_1,
883,BitVec.add_left_neg,theorem,25,BitVec,true,1,BitVec.add_left_neg,
884,Set.image2_union_left,theorem,25,sets,true,1,Set.image2_union_left,
885,Set.image2_union_right,theorem,25,sets,true,1,Set.image2_union_right,
886,_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.Const.minKey?_modifyKey._simp_1_3,theorem,25,lists,true,1,_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.Const.minKey?_modifyKey._simp_1_3,
887,List.findIdx_lt_length._simp_1,theorem,25,lists,true,1,List.findIdx_lt_length._simp_1,
888,String.length_utf8EncodeChar,theorem,25,strings,true,1,String.length_utf8EncodeChar,
889,Sublocale.inf_mem,theorem,25,Sublocale,true,1,Sublocale.inf_mem,
890,_private.Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ModuleEmbedding.Opposite.0.CategoryTheory.Abelian.IsGrothendieckAbelian.OppositeModuleEmbedding.generator,definition,25,order / root namespace,true,1,_private.Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ModuleEmbedding.Opposite.0.CategoryTheory.Abelian.IsGrothendieckAbelian.OppositeModuleEmbedding.generator,
891,by_cases,theorem,25,order / root namespace,true,1,by_cases,
892,SSet.Truncated.Edge.id,definition,25,SSet,true,1,SSet.Truncated.Edge.id,
893,BitVec.signExtend_eq_setWidth_of_le,theorem,25,BitVec,true,1,BitVec.signExtend_eq_setWidth_of_le,
894,CategoryTheory.instCompleteLatticeSubfunctor,definition,25,category theory,true,1,CategoryTheory.instCompleteLatticeSubfunctor,
895,Function.update_idem,theorem,25,Function,true,1,Function.update_idem,
896,List.max?_toArray,theorem,25,lists,true,1,List.max?_toArray,
897,Set.subset_sUnion_of_mem,theorem,25,sets,true,1,Set.subset_sUnion_of_mem,
898,OpenPartialHomeomorph.refl,definition,25,OpenPartialHomeomorph,true,1,OpenPartialHomeomorph.refl,
899,LinearMap.instLieRingModule,definition,25,LinearMap,true,1,LinearMap.instLieRingModule,
900,Std.Internal.Do.instCompleteLatticeCons,definition,25,Std: other,true,1,Std.Internal.Do.instCompleteLatticeCons,
901,LocallyConstant.instAdd,definition,25,LocallyConstant,true,1,LocallyConstant.instAdd,
902,Algebra.adjoin,definition,25,Algebra,true,1,Algebra.adjoin,
903,_private.Mathlib.Order.Hom.Basic.0.RelEmbedding.orderEmbeddingOfLTEmbedding._simp_1,theorem,24,order / root namespace,true,1,_private.Mathlib.Order.Hom.Basic.0.RelEmbedding.orderEmbeddingOfLTEmbedding._simp_1,
904,AffineSubspace.coe_direction_eq_vsub_set_left,theorem,24,AffineSubspace,true,1,AffineSubspace.coe_direction_eq_vsub_set_left,
905,Fin.instBiheytingAlgebra,definition,24,Fin,true,2,LinearOrder.toBiheytingAlgebra > Fin.instBiheytingAlgebra,
906,_private.Init.Data.Order.Lemmas.0.Std.not_lt._simp_1_1,theorem,24,order / root namespace,true,1,_private.Init.Data.Order.Lemmas.0.Std.not_lt._simp_1_1,
907,HomogeneousSubmodule.toSubmodule_injective,theorem,24,HomogeneousSubmodule,true,1,HomogeneousSubmodule.toSubmodule_injective,
908,LinearMap.convNonUnitalSemiring._proof_1,theorem,24,LinearMap,true,1,LinearMap.convNonUnitalSemiring._proof_1,
909,SubAddAction.ofFixingAddSubgroup._proof_1,theorem,24,SubAddAction,true,1,SubAddAction.ofFixingAddSubgroup._proof_1,
910,SimpleGraph.ConnectedComponent.lift._proof_1,theorem,24,SimpleGraph,true,1,SimpleGraph.ConnectedComponent.lift._proof_1,
911,MulHom.srange._proof_1,theorem,24,MulHom,true,1,MulHom.srange._proof_1,
912,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_4,theorem,24,lists,true,1,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_4,
913,_private.Mathlib.Order.Basic.0.update_le_update_iff._simp_1_1,theorem,24,order / root namespace,true,1,_private.Mathlib.Order.Basic.0.update_le_update_iff._simp_1_1,
914,BitVec.not_self_ne,theorem,24,BitVec,true,1,BitVec.not_self_ne,
915,BitVec.and_not_self,theorem,24,BitVec,true,1,BitVec.and_not_self,
916,Std.DHashMap.equiv_emptyWithCapacity_iff_isEmpty,theorem,24,Std: hash maps,true,1,Std.DHashMap.equiv_emptyWithCapacity_iff_isEmpty,
917,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.toBitVec_eq_of_parseFirstByte_eq_done,theorem,24,strings,true,1,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.toBitVec_eq_of_parseFirstByte_eq_done,
918,Set.image_comm,theorem,24,sets,true,1,Set.image_comm,
919,Inseparable.mul,theorem,24,Inseparable,true,1,Inseparable.mul,
920,dense_iff_inter_open,theorem,24,order / root namespace,true,1,dense_iff_inter_open,
921,Set.image_inter_on,theorem,24,sets,true,1,Set.image_inter_on,
922,le_max_iff,theorem,24,order / root namespace,true,1,le_max_iff,
923,Set.sdiff_union_self,theorem,24,sets,true,1,Set.sdiff_union_self,
924,Std.Internal.List.Const.minKey?_modifyKey,theorem,24,Std: other,true,1,Std.Internal.List.Const.minKey?_modifyKey,
925,IsLocalization.linearMap_compatibleSMul,theorem,24,IsLocalization,true,1,IsLocalization.linearMap_compatibleSMul,
926,Finset.sum_ite_eq,theorem,24,finsets,true,1,Finset.sum_ite_eq,
927,FirstOrder.Language.BoundedFormula.realize_iff,theorem,24,FirstOrder,true,1,FirstOrder.Language.BoundedFormula.realize_iff,
928,Int.gcd_dvd_iff,theorem,24,Int,true,1,Int.gcd_dvd_iff,
929,Set.subset_sInter_iff,theorem,24,sets,true,1,Set.subset_sInter_iff,
930,List.min?_toArray,theorem,24,lists,true,1,List.min?_toArray,
931,Sublocale.carrier.instSemilatticeInf,definition,24,Sublocale,true,1,Sublocale.carrier.instSemilatticeInf,
932,PosSMulStrictMono.toPosSMulMono,theorem,24,PosSMulStrictMono,true,1,PosSMulStrictMono.toPosSMulMono,
933,FilterBasis.filter,definition,24,FilterBasis,true,1,FilterBasis.filter,
934,Submonoid.closure_le,theorem,24,Submonoid,true,1,Submonoid.closure_le,
935,CategoryTheory.Functor.grpObjObj,definition,24,category theory,true,1,CategoryTheory.Functor.grpObjObj,
936,Filter.map_atTop_eq_of_gc_preorder,theorem,24,filters,true,1,Filter.map_atTop_eq_of_gc_preorder,
937,CategoryTheory.Grp.instMonoidalCategoryStruct,definition,24,category theory,true,1,CategoryTheory.Grp.instMonoidalCategoryStruct,
938,Finset.sum_le_sum,theorem,24,finsets,true,1,Finset.sum_le_sum,
939,String.Slice.Pos.prev,definition,24,strings,true,1,String.Slice.Pos.prev,
940,CategoryTheory.Limits.Types.hasLimit,theorem,24,category theory,true,1,CategoryTheory.Limits.Types.hasLimit,
941,PrimeSpectrum.zariskiTopology,definition,24,PrimeSpectrum,true,1,PrimeSpectrum.zariskiTopology,
942,Finset.disjUnion,definition,24,finsets,true,1,Finset.disjUnion,
943,SimplexCategory.instFintypeToTypeOrderHomFinHAddNatLenOfNat,definition,24,SimplexCategory,true,1,SimplexCategory.instFintypeToTypeOrderHomFinHAddNatLenOfNat,
944,PosMulStrictMono.toPosMulMono,theorem,24,PosMulStrictMono,true,1,PosMulStrictMono.toPosMulMono,
945,LinearEquiv.det,definition,24,LinearEquiv,true,1,LinearEquiv.det,
946,ContinuousMap.instSemiringOfIsTopologicalSemiring,definition,24,ContinuousMap,true,1,ContinuousMap.instSemiringOfIsTopologicalSemiring,
947,_private.Mathlib.Algebra.Group.Defs.0.isMulCommutative_iff._proof_1_1,theorem,23,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Defs.0.isMulCommutative_iff._proof_1_1,
948,_private.Mathlib.Algebra.Group.Int.Even.0.Int.even_iff._proof_1_4,theorem,23,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Int.Even.0.Int.even_iff._proof_1_4,
949,RelEmbedding.orderEmbeddingOfLTEmbedding._proof_2,theorem,23,RelEmbedding,true,1,RelEmbedding.orderEmbeddingOfLTEmbedding._proof_2,
950,LinearMap.convNonUnitalSemiring._proof_5,theorem,23,LinearMap,true,1,LinearMap.convNonUnitalSemiring._proof_5,
951,IsCauSeq.mul,theorem,23,IsCauSeq,true,1,IsCauSeq.mul,
952,monovaryOn_iff_exists_monotoneOn,theorem,23,order / root namespace,true,1,monovaryOn_iff_exists_monotoneOn,
953,lt_sSup_iff,theorem,23,order / root namespace,true,1,lt_sSup_iff,
954,List.Subperm.idxInj._proof_3,theorem,23,lists,true,1,List.Subperm.idxInj._proof_3,
955,AffineSubspace.mem_direction_iff_eq_vsub_left,theorem,23,AffineSubspace,true,1,AffineSubspace.mem_direction_iff_eq_vsub_left,
956,Std.DTreeMap.Internal.Impl.Equiv.keys_eq,theorem,23,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.keys_eq,
957,SatisfiesM.bind,theorem,23,SatisfiesM,true,1,SatisfiesM.bind,
958,List.getElem?_rotate,theorem,23,lists,true,1,List.getElem?_rotate,
959,BitVec.not_inj,theorem,23,BitVec,true,1,BitVec.not_inj,
960,SimpleGraph.ConnectedComponent.lift,definition,23,SimpleGraph,true,1,SimpleGraph.ConnectedComponent.lift,
961,Nat.decidableLoHi._proof_1,theorem,23,Nat,true,1,Nat.decidableLoHi._proof_1,
962,Array.mem_ofFn,theorem,23,arrays,true,1,Array.mem_ofFn,
963,_private.Init.Data.Int.LemmasAux.0.Int.blt'_eq_true._proof_1_4,theorem,23,order / root namespace,true,1,_private.Init.Data.Int.LemmasAux.0.Int.blt'_eq_true._proof_1_4,
964,Filter.mem_coclosedCompact_iff,theorem,23,filters,true,1,Filter.mem_coclosedCompact_iff,
965,instIsStrictTotalOrderOfIsWellOrder,theorem,23,order / root namespace,true,1,instIsStrictTotalOrderOfIsWellOrder,
966,WeierstrassCurve.Δ',definition,23,WeierstrassCurve,true,1,WeierstrassCurve.Δ',
967,Computable.id,theorem,23,Computable,true,1,Computable.id,
968,AddHom.srange._proof_1,theorem,23,AddHom,true,1,AddHom.srange._proof_1,
969,update_le_update_iff,theorem,23,order / root namespace,true,1,update_le_update_iff,
970,Equiv.sigmaCongrRight,definition,23,Equiv,true,1,Equiv.sigmaCongrRight,
971,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper₅,theorem,23,strings,true,1,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper₅,
972,BitVec.not_self_ne._simp_1,theorem,23,BitVec,true,1,BitVec.not_self_ne._simp_1,
